Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,Signal56,Signal57,Signal58,Signal59,Signal60,Signal61,Signal62,Signal63,Signal64,Signal65,Signal66,Signal67,Signal68,Signal69,Signal70,Signal71,Signal72,Signal73,Signal74,Signal75,Signal76,Signal77,Signal78
-1.82E+06,1789500,2045300,8160500,-77344,-12802000,9740000,13092000,12661000,-11854000,-8587300,-1636200,2612000,-3225100,-9557300,10923000,-2744400,1698800,-1574200,-3894300,-3710900,11094000,495600,11952000,-1047600,5794900,5709800,-256270,4485000,-20820000,-9904800,3479500,-2659300,122200,13426000,-7438300,18763000,820270,-3408400,9476900,11781000,3832900,2107600,1568100,9935700,-6037400,19718000,23267000,8730100,14432000,-84364,20790000,16543000,-951120,-6145200,2741700,-36113,-17436000,-7126100,-13339000,-1295200,6100500,-1786500,-1879700,4980300,11155000,11121000,-2220300,-6393500,11433000,9290300,11402000,9290100,11326000,11137000,415020,9701500,4581700
-4.78E+06,3474900,4553600,6100800,4058100,-7396300,5837800,14959000,11049000,7993900,-8656800,-1156600,765160,-2037000,-6806000,9182100,-1899800,5927300,-878640,-2228200,-7048500,10367000,231210,11585000,2405000,779590,7672300,799070,8978200,-18952000,-8541400,9784900,-3119700,-174720,15750000,-5127400,17402000,1077200,-7225900,13455000,7478000,4596000,6245200,4885800,5392300,-4484500,15958000,27007000,5311200,14387000,-7544100,24221000,16108000,-2276500,-2871200,4703600,2458700,-14758000,-5263400,-11401000,-4473500,2899400,-2035000,-2707200,7280200,8263900,3473000,-2192600,-8929900,11943000,4095200,7355400,8521100,5921100,10956000,1477500,12262000,9726200
-6.72E+06,3343000,3847400,5820200,4936400,-2368200,4142600,18538000,10871000,7941000,-7976900,-352010,-428570,-2117700,-4925800,8225000,-1397600,12407000,-1436200,-577860,-9715600,6193800,1082800,10798000,5337900,-2585300,8415400,1852400,11114000,-15486000,-5590600,16108000,-3816700,3186700,15205000,-4987200,17551000,-2413100,-9432600,16402000,3092800,5348700,5636400,-2488000,-696710,-2433500,12276000,29663000,2685200,13002000,-13643000,23614000,16917000,-2582000,-4216600,6525800,1753400,-9908900,-3895300,-8379700,-5795800,457970,-5520500,-5734700,9482900,3056200,-3343900,-4697400,-10708000,13419000,981860,4077300,7075700,4832200,7655900,5736900,12800000,9376200
-3.23E+06,237410,1524900,5861600,1399900,586880,4412400,19634000,12763000,6947200,-9412800,-1347800,-7118400,-5553400,-4266700,6179700,-1567800,18064000,-2910500,-1174000,-8784500,648200,713830,9183900,5983000,-3631800,9077200,4016400,12210000,-10905000,-1145300,20146000,-3932000,6766000,11500000,-4893500,19366000,-5150300,-10178000,14556000,-1064000,6560800,5458500,1208900,-570710,-785930,11008000,30328000,3595200,12397000,-15910000,20963000,15699000,-2529400,-9341000,8176800,-2048500,-5876100,-3285200,-7457200,-4859100,-78996,-9060300,-9794900,9996000,-4728500,-6532100,-7107200,-8530500,13716000,298690,4066400,5356100,8307900,6164300,11073000,10108000,4466800
6.64E+06,-2763500,-4031.8,5852700,-4464600,2531900,3125500,15595000,17506000,5328600,13518000,-3638200,-7869900,6457700,-2469400,2741600,-2557900,19826000,-4286000,-5055400,-4674800,-1732100,398490,5308400,4841900,-3448200,9353600,7536800,13691000,-6605100,3864600,20962000,-2853600,9462700,5770100,-3604900,20091000,-5094600,-11316000,7529500,-3987800,7243000,6753200,5621200,-1264600,11354000,11183000,29002000,7985900,13304000,-14717000,17210000,11184000,-2094600,-14688000,8497900,-4601500,-3362900,-3074900,-7406200,-3208900,52079,-8577000,-11483000,8357900,-12679000,-5522600,-7616800,-487850,14068000,819030,5932600,3064900,10734000,8295000,15087000,7272200,-566060
1.83E+07,-3028100,-1507700,5659500,-9182500,4474100,-1554800,9151300,24281000,5413900,18512000,4535300,-6896600,6373600,-2820700,359830,-2904700,17351000,-5196300,-10632000,-425320,1172300,1208900,-1347100,2895300,-2791400,8687600,10978000,15021000,-4354000,7185800,20245000,-2143800,12369000,829140,-2139500,16790000,-3636200,-12414000,-436430,-4454200,6860000,7187400,6811800,-1654500,11108000,19730000,25505000,13125000,15010000,-11101000,11703000,5936000,-1229000,-16584000,6878200,-2415600,-395750,-2895900,-5559400,-1427700,-1216800,-5090400,-10498000,5260600,-16602000,-1547600,-6666600,9440100,16968000,838580,7438000,1069800,8433500,10328000,17300000,6398600,-4681700
2.60E+07,-1019500,-4663500,4076500,-10784000,5403700,-6655400,3893000,30409000,7422000,18816000,2269800,-3702700,4465400,-10492000,1060800,-2006300,12058000,-7247700,-14876000,1373000,6785200,1150300,-8818400,288520,-1697700,7229600,12937000,14337000,-3950900,6469900,19676000,-3478700,14963000,-221550,-860930,10530000,-2365400,-10412000,-5102900,-3139600,6266000,4247500,5761900,-2179700,10276000,13436000,16455000,16239000,17092000,-6650500,4887300,2803700,-133270,-14793000,4536700,3290300,4098000,-2366600,-2481000,843310,-3432200,-2902400,-9537900,2418300,-14842000,3111600,-5936200,14577000,21335000,-23242,8826200,686020,4517600,8325400,18320000,5725700,-9559900
2.79E+07,2246600,-7667300,1323000,-9747300,4901400,-7372100,-867670,33412000,8462200,13966000,-1312700,-1518400,4844300,-14170000,2770200,-1676400,4616400,-12278000,-16022000,444270,10457000,-2316100,-13834000,-2923800,-923030,5763100,13898000,10981000,-3058600,1604300,18608000,-5413500,15041000,3480800,1242700,5716400,-1317100,-3893600,-6409600,-2161100,6308100,-880580,5368300,-4299000,8748500,9542200,14194000,20785000,19376000,-4279300,-501430,1191900,1437700,-12097000,2527500,9174000,8254500,-1154500,-1001000,2759400,-3754900,-3026300,-9369700,1415500,-10280000,5598900,-6646500,13044000,23356000,-561520,11228000,2004100,3534100,3504300,17881000,3818800,-14342000
2.64E+07,6506400,-6859400,581750,-7418000,5209500,-2704000,-7117800,32364000,6641300,8590700,-3675200,-2489000,7400500,-11781000,5610000,208160,-24825000,-20289000,-15254000,-1461600,9782000,-8599100,-15000000,-6201900,-1705400,5164200,15530000,6603300,-247330,-4445700,16433000,-5223600,12211000,9769000,4170000,4600500,-283860,4855500,-7161200,-1996100,7010200,-4651300,6840100,-7612000,6950200,8748500,9953600,19753000,-9516800,-5837800,-2131600,-1260400,3984500,-10462000,-157540,13640000,9752700,546860,-1861800,2818600,-1000500,-2385700,-7943300,2052700,-7037300,4425700,-8364800,8935000,21387000,477110,13723000,4137600,4618500,53926,15064000,2749200,-16246000
2.36E+07,10236000,-2039800,3725900,-4189900,8167100,3101800,-12652000,27598000,3977800,6101000,-4485200,-4187400,7707900,-6876600,8103800,3488100,-16944000,13064000,-16861000,-2252200,5935700,-14616000,-14137000,-9317200,-3452500,5664800,18264000,3474300,3129900,-7759700,15210000,-3755700,8728900,15400000,6661800,4863200,37931,12694000,-9094400,-1043100,8281300,-5705400,9849600,-9740700,5390600,8858300,4671800,15752000,-12403000,1841700,-622330,-4442700,6756500,-9334900,-4447800,16210000,8770600,1912600,-3041800,1098200,2194700,757730,-4701600,2529800,-6539900,1344000,-8989800,6388200,16920000,3096000,14694000,6671500,3588300,-443030,10261000,4217800,-15661000
2.06E+07,11065000,3094800,7310900,191170,11827000,5183300,-13157000,20636000,3691700,4579700,-5792600,-2864600,3124000,-4642900,8042000,5927800,-13419000,13928000,2530700,-1591800,1424000,-18705000,-13974000,-12626000,-3392800,6405900,20252000,2376100,4836600,-6638400,16593000,-4729200,6558700,18524000,8549100,3709300,-1335800,18165000,-11565000,1144800,9863100,-5854000,13443000,-9175900,4166100,8198400,368220,9887700,-14852000,4312400,-3979000,-5708700,7493000,-7823800,-8587200,15753000,7182100,2138700,-2891400,-1250800,2552500,4307800,-1968800,1561700,-7594500,-518370,-6621900,6042800,11611000,6184200,14957000,9945600,-243680,533410,5443500,5674100,-15825000
1.80E+07,9270600,5561600,6415000,4849800,12877000,3302400,-8772200,14052000,5985300,956200,-9012800,1285600,-3499900,-5873100,6862700,6923900,-10304000,10045000,8562900,248330,-2506900,-22919000,-15558000,-15907000,303200,6196200,19067000,2424100,4205600,-2391600,17617000,-8456200,5402300,19485000,10613000,1585300,-4728400,20670000,-13304000,2739300,10467000,-6632500,15706000,-6417800,3446900,7373800,-1215900,4458300,-19194000,7032400,-1727600,106570,4766300,-6470600,-10189000,12445000,5892900,1097700,-1728900,-3856200,330990,5750300,-960450,-388030,-8610400,-437540,-2017300,7449200,6636600,8389700,16751000,13889000,-3281600,2129300,1994100,3867300,-17169000
1.63E+07,7689100,5359100,1348000,7400800,11359000,1455200,-4265500,9468900,8179800,-3532900,-12736000,4839500,-7441900,-6885100,7457800,7102300,-7527600,4199800,13597000,2126100,3729300,-34304000,-19311000,-18062000,6158600,5009000,14222000,2133800,2031300,2810600,13803000,-10274000,3924600,19845000,11903000,2478,-9335100,19927000,-14013000,2818100,8672700,-7267800,14547000,-2492400,3423500,6674700,-552590,1922600,-24633000,9550500,-2141400,-3169800,-5830400,-5972100,-9602100,9763000,4319400,-622930,-589500,-6159200,-1353500,5082800,303780,-1978800,-8420900,-1295.6,1663800,11018000,4260500,9146300,20020000,17094000,-2919600,4706800,-605610,202500,-16261000
1.57E+07,7450500,3476000,-2929500,6011400,10350000,2610400,-2650600,5524000,8355700,-5270000,-14358000,6252200,-7299100,-5205300,8922600,6157700,-6769600,-1434900,15429000,5483000,5915700,2780400,-29973000,-19167000,11221000,4250100,8021200,234520,-571710,7813700,6144400,-7134400,1768000,20561000,10328000,-1590800,-13123000,17573000,-14027000,2981800,5050600,-6789800,9913800,1716100,3202200,4558600,464110,3109700,-27167000,10798000,-5562100,-2983400,-5411600,-6148400,-8439900,11055000,1842600,-2073100,-134790,-5866500,-720860,3649000,3612700,-2153700,-6432800,483320,2327300,16268000,6295200,9507600,22137000,17607000,-352330,7332200,-3273900,-1023000,-11482000
1.56E+07,7076700,583960,-3387800,1450600,11594000,5303700,-2375100,-454070,7344800,-3954200,-13167000,7171900,-4954800,-2777800,7536000,3308200,-8201400,-5154900,14161000,7856100,8999700,9778000,-5979300,-23326000,14313000,5238200,4188700,-3542600,-2452300,11883000,757370,-2022600,119870,20758000,6751600,-4123100,-13967000,16804000,-13271000,4169100,1914700,-6060700,4157200,5021100,1176200,576350,1293600,6173000,-25189000,10781000,-9407400,370220,-5086500,-1566900,16367000,14813000,-1435500,-2396500,-561950,-1331700,1169300,2458400,7818600,-446820,-3576600,2587600,1359700,21178000,10881000,11352000,21084000,15045000,1700600,8349100,-5670300,1455000,-6025700
1.51E+07,6370900,-2111200,-1641400,-3455600,13976000,6096700,-1414100,-8477200,7196300,-2825000,-10396000,8739900,-2257600,-2385400,2902900,-523400,-9660900,-6337500,12338000,8117100,12543000,10650000,3410900,2850300,16897000,7914200,5475900,-7648400,-2971700,13787000,993110,942730,743310,18703000,5208100,-6224400,-11989000,18732000,-11288000,4542900,527520,-6289000,-238640,6920800,-2494900,-2641900,3116100,8670200,-21809000,10384000,-10903000,5459400,-5215400,3121000,13922000,-8056300,-5000500,-1350000,-1343200,5359500,3082600,2325600,10988000,2776100,-2130200,6301900,1686700,24606000,14041000,14706000,16851000,11545000,1547400,8603000,-7010300,4898200,-3400700
1.37E+07,7443900,-3382000,-498790,-6241500,15964000,4293800,-670500,-15267000,8720700,-3751600,-6658100,9719400,106690,-3142100,-1023800,-2899800,-9472000,-6059700,11491000,7314200,14194000,9060000,12293000,9510200,3304300,11723000,11984000,-9520500,-3030800,13065000,3891600,2434500,4249700,14377000,7305300,-6190900,-10119000,21015000,-8411900,2875300,-199160,-6914700,-2358600,8535500,-4986500,-2642700,5970000,10837000,-20259000,9309100,-9500800,10717000,-5070100,4107500,10101000,-9718300,1969400,452540,-1545900,10585000,5506200,3631500,12747000,6272200,-3357700,9022400,4157900,26957000,14701000,16652000,10107000,9605000,-1019300,10558000,-7476200,6786300,-2756000
1.08E+07,10709000,-3891500,-1032000,-6457800,17025000,2843500,-1786300,-18010000,10750000,-5383000,-1477500,9134300,1603700,-1901200,-2059900,-2255600,-7990500,-5855800,10466000,6615500,11923000,8340800,19780000,13206000,4191300,-3459800,23346000,-8207500,-4082000,11396000,5546600,5407200,9242300,10097000,9345600,-5173900,-11056000,21562000,-6255400,1743800,-1883700,-6558100,-2490100,10418000,-3609400,-454010,7458100,14881000,-19750000,5923700,-7043500,14361000,-3891100,1424800,7663200,-9893300,2495500,-1627700,-1259300,13641000,8882700,5215600,12817000,9051200,-6287600,9188800,6858700,27830000,15104000,14513000,1851600,9205200,-4586000,13611000,-7471300,7115200,-977250
6.80E+06,13423000,-5566300,-3154000,-5387000,16574000,4633600,-4068700,-17201000,11366000,-6294600,4396300,8024000,1880700,1909100,-2920300,1187500,-5528500,-5769500,8354100,6279300,7213200,9440200,25194000,12711000,7133900,-5112600,5582700,-5870300,-4976200,10758000,6046300,9477100,13688000,7615700,7537100,-5634100,-14113000,21379000,-6164500,4459800,-4643100,-5338200,-1452200,10509000,1141100,1616700,5773700,20494000,-17799000,-49453,-5762500,14977000,-2210600,-1293600,6521400,-9666400,2018800,-2635400,17670000,16081000,11812000,5012100,9814700,11405000,-9665100,8293500,7374700,25972000,16081000,9551000,-5612900,8624000,-6484100,13826000,-6269900,6828300,2457300
2.88E+06,13813000,-8772800,-6202100,-4614100,13942000,8969700,-5547100,-15134000,9802100,-6890700,8683400,7093400,1271800,5403900,-6115700,6473100,-1228300,-4708000,7137800,6817400,4468000,10763000,27864000,9484500,9026500,-5761000,3742300,-898940,21483000,10333000,7192500,12253000,16744000,5700400,3638000,-7753800,-16368000,21982000,-7215200,10297000,-7073700,-4799900,-431540,7192100,6137200,3512900,2578600,23447000,-14628000,-5973600,-6002700,12889000,-1191200,-2520600,5243600,-10204000,937370,-2590700,16534000,12675000,12776000,2267200,3876300,13743000,-13487000,7895800,4650900,22385000,15391000,5584000,-9729200,8122700,-5116600,9474500,-3020700,6482900,5274700
6.26E+04,13562000,-11971000,-8438500,-4708100,9991500,12293000,-5786400,-13006000,7188200,-7335800,10570000,4796700,-200520,6191800,-9316800,12253000,4424200,-2650900,8908200,9083400,6216900,10671000,27468000,6763500,8395100,-5774100,3857500,-18571,18463000,7156900,8904500,14754000,18100000,2146300,2230000,-9975600,-16430000,22261000,-6752000,15559000,-7317000,-5786500,-340930,3127000,8658600,6207300,846290,20288000,-12807000,-8582500,-6217100,9976800,-1352100,-4029000,2988900,-11653000,-568360,-1095900,12786000,13760000,-6104900,-1929400,-1472600,14864000,-17305000,7179600,-885990,20094000,11686000,4435000,-10393000,10341000,-1794300,3477900,1309100,6462700,6221500
-8.03E+05,14529000,-14117000,-8125600,-5045500,6847200,11997000,-5835700,-10513000,5214800,-6197700,11643000,-247340,-3371100,5043900,-9152500,16342000,8309800,-1234600,11690000,12404000,10172000,9207300,25522000,6016000,6379700,-5426900,2805600,1186600,15535000,2099900,11227000,21043000,16244000,-2581800,4077600,-12011000,-15483000,20460000,-3385000,18302000,-4223500,-7475100,-1176800,2007700,8396100,8887200,680030,12749000,-13156000,-7313300,-5285600,7638100,-2543800,-5927100,-379670,-13499000,-2959600,-492450,8513800,16315000,-9071400,-1332600,-2842500,13121000,-18882000,5149900,-7810500,19455000,6876700,4979400,-10137000,15841000,1212800,-1300100,4580200,6608800,6639500
9.81E+05,15808000,-15209000,-5464000,-4975300,5377000,8852500,-5706600,-7368800,4248900,-2654000,12536000,-6251700,-7963100,3962100,-7015200,16938000,8164900,-1880000,11401000,14362000,12088000,7387800,24444000,5784600,4851000,-5543600,625930,2719400,14112000,6685800,4614200,33771000,9018500,-5761900,5934300,-14634000,-14747000,17601000,1420200,19368000,1515500,-8475800,-2743400,2325000,7049300,10384000,-376390,5728000,-13022000,-4474000,-3953200,5969900,-4181400,-5285400,-3817600,-15174000,-6815700,-2494100,4554500,18093000,-9637100,-868530,6318900,9286000,-16607000,2921400,-14324000,17120000,3148500,6291000,-11219000,20780000,3861300,-5857400,5919500,5742400,8044800
4.80E+06,15769000,-14363000,-2026500,-4803800,4467800,5433400,-3397500,-4091600,3434400,1543100,11223000,-9734400,-11457000,3214600,-6795100,14821000,5611400,-4316200,7752900,13449000,10340000,5941100,24289000,4165300,3941100,-7022200,-999220,4310200,14193000,8858700,1770200,-22411000,-15448000,-6236200,6204300,-17320000,-13737000,16155000,5352700,19680000,7557800,-8139900,-5593800,-586120,6364000,11768000,-3121300,2138600,-9150700,-2460300,-3389500,5362600,-4910000,-1504000,-4630300,-15615000,-11469000,-5390400,664250,17320000,-7531600,-2796300,5854500,-7814800,-12014000,1875300,-19161000,11555000,446250,8843200,-13539000,21379000,7742000,-11659000,6077600,2968600,10039000
8.04E+06,14485000,-9945400,1197600,-4948200,3200700,2832200,2779300,-1444200,2461900,3669200,6654100,-9555800,-12007000,1450900,-8062100,12774000,3382500,-7205900,4596000,10567000,6514300,5136800,22568000,1403800,2326600,-9507900,-1343600,5375800,14611000,8801200,-575740,-31030000,-3507300,-6036100,6627900,-18753000,-11596000,16213000,7889300,19329000,12136000,-6811100,-10085000,-6189500,6270500,14165000,-5436300,1393900,-1523600,-1783800,-3334500,7163200,-3349600,1161800,-1051500,-13271000,-14721000,-6842100,-1749900,14955000,-4614300,-4552800,6625100,-4514900,839300,1479800,-21830000,6076500,-1536100,12230000,-15280000,18966000,12716000,-16258000,5599300,-1023600,11472000
8.57E+06,12339000,-2450900,3570500,-4581500,2090100,72507,11353000,254090,2082300,2714800,1613100,-7844600,-11189000,-2007300,-6314000,12206000,1223400,-9419700,3867900,7056800,2802700,5077900,18400000,-693800,-631520,-10980000,-1077400,6404600,14785000,9257700,-674060,-36243000,646080,4017700,6964300,-19416000,-8886900,15440000,9873200,18878000,15494000,-5269600,-14825000,-8300400,5155300,15500000,-5815100,1790100,6165100,-1767000,-2823800,11321000,-18531,-829810,4449400,-7917900,-15020000,-7446300,-1060100,13397000,-3426800,-3699600,6881500,-1107900,577740,-18357000,-21790000,3775300,-1568800,14480000,-14349000,17740000,16226000,-15756000,4252700,-5156200,12282000
