Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,Signal56,Signal57,Signal58,Signal59,Signal60,Signal61,Signal62,Signal63,Signal64,Signal65,Signal66,Signal67,Signal68,Signal69,Signal70,Signal71,Signal72,Signal73,Signal74,Signal75,Signal76,Signal77,Signal78
-4.70E+07,-27606000,-52390000,-45540000,-29460000,-45143000,-52665000,-28287000,619720,-35409000,-43006000,-54678000,-43309000,-29926000,-52868000,-16206000,1099800,-24722000,-23515000,-18271000,-21113000,-10577000,-30991000,-28753000,-10074000,-10622000,-20289000,26652000,8663500,8459100,31982000,26497000,27563000,29846000,54773000,22797000,44548000,31239000,56690000,44016000,69596000,83231000,80114000,66128000,113340000,71041000,73398000,56605000,69677000,58802000,78380000,45245000,79126000,96645000,60754000,59432000,81106000,49791000,65076000,30732000,28188000,34271000,22836000,30352000,14640000,30474000,22870000,1346000,-14535000,-17772000,-26882000,-17238000,-15756000,-31906000,-31953000,-19096000,-44119000,1951100
-4.92E+07,-21827000,-47346000,-47043000,-27340000,-43229000,-53035000,-28900000,1808800,-32410000,-46427000,-58522000,-46737000,-28399000,-51020000,-12722000,416300,-19576000,-22418000,-14984000,-22162000,-8752700,-36017000,-24598000,-20719000,-17229000,-8339800,23636000,3862100,2157900,33968000,23883000,25963000,20195000,43327000,19954000,43110000,30222000,50862000,39219000,67380000,73476000,81012000,67792000,111370000,72225000,72943000,57612000,71584000,58499000,87723000,47177000,80734000,91255000,67223000,66503000,82027000,51964000,73601000,37215000,39010000,36696000,30719000,43919000,22763000,30674000,24428000,6296200,-1804300,-10865000,-23727000,-8669300,-11782000,-27934000,-32880000,-18525000,-46346000,3553100
-5.27E+07,-19512000,-46708000,-50004000,-28146000,-40377000,-48817000,-30650000,-2279900,-29162000,-49293000,-57576000,-45845000,-22071000,-45111000,-9363700,-901130,-18501000,-24424000,-14217000,-20473000,-3609100,-43272000,-19586000,-29757000,-19815000,8035600,19760000,1661600,-2513000,32084000,19286000,21860000,11066000,28343000,17720000,39143000,30458000,46726000,38338000,66870000,62249000,79365000,65790000,105580000,73211000,71977000,57535000,72910000,58352000,94210000,49195000,82090000,85411000,72770000,71899000,80073000,56490000,83378000,44541000,47647000,42472000,43118000,54010000,28426000,28347000,24689000,9854200,10474000,-3859000,-18066000,-1704800,-13357000,-22131000,-31571000,-17802000,-45042000,-2200500
-5.58E+07,-21291000,-47635000,-54463000,-29721000,-36534000,-39576000,-30526000,-7165200,-28739000,-50255000,-52613000,-41684000,-13951000,-37587000,-3590400,-2595900,-19635000,-28898000,-18142000,-18263000,1311300,-51296000,-15751000,-35702000,-20092000,21097000,15817000,1043300,-3435000,25837000,14542000,12980000,2798900,12111000,15908000,29495000,27079000,41760000,39835000,63627000,50902000,73896000,60642000,95481000,69530000,68031000,57412000,74810000,58349000,94808000,48964000,84538000,83849000,77978000,76515000,79914000,66153000,92381000,53616000,54376000,49504000,52844000,57046000,29704000,28430000,24685000,13865000,19512000,41313,-8747800,3651100,-15209000,-16161000,-27520000,-17021000,-41846000,-8549100
-5.76E+07,-23704000,-45386000,-57769000,-28824000,-32636000,-28163000,-28118000,-12408000,-30486000,-47809000,-47860000,-39166000,-6772300,-29675000,3102500,-6249800,-19036000,-32715000,-21386000,-19945000,3771300,-56940000,-12762000,-39720000,-18594000,25599000,11521000,357540,-1420500,19682000,9925000,2387600,-3521900,-1815000,15107000,17734000,19443000,35397000,39283000,54765000,40570000,65137000,55858000,82117000,63829000,62094000,57006000,79698000,58552000,89597000,46888000,87907000,84281000,83695000,80229000,81662000,79014000,97843000,62970000,61697000,57482000,57468000,55911000,28028000,33297000,24784000,19409000,25548000,3494500,1289400,7133700,-13502000,-10193000,-21145000,-17563000,-39356000,-9721600
-5.77E+07,-25632000,-41379000,-56768000,-25340000,-30053000,-18105000,-25860000,-20172000,-31834000,-41750000,-45370000,-38709000,-3202600,-23321000,6694100,-12134000,-16379000,-33954000,-19583000,-25521000,3965200,-57842000,-11909000,-45392000,-14639000,21993000,8455400,-1289800,1206300,15167000,5229900,-3673500,-6775500,-10148000,14105000,11264000,12621000,28159000,35252000,42488000,33062000,56280000,53507000,67253000,60157000,57745000,55835000,87631000,57564000,82071000,46094000,89852000,81251000,88444000,82427000,81826000,88884000,98321000,71781000,69470000,67544000,61333000,55483000,27009000,41401000,25302000,24958000,32604000,9534500,8494800,8990800,-10059000,-2735200,-12838000,-18376000,-39661000,-4952200
-5.59E+07,-29469000,-40596000,-51675000,-23003000,-28723000,-10960000,-24870000,-30778000,-31870000,-33232000,-43188000,-34593000,-5624600,-20786000,5938400,-17215000,-13635000,-33738000,-16376000,-30386000,1937200,-53724000,-15678000,-52036000,-9900700,14779000,7958800,-3839800,1960700,8090700,52621,-4089700,-8258500,-12057000,11267000,11913000,11998000,19767000,30442000,30994000,29594000,49567000,51886000,53417000,56581000,55241000,55273000,93584000,53088000,75557000,48856000,89106000,74104000,90415000,82612000,78796000,92244000,96925000,80749000,74941000,77703000,67932000,57530000,29222000,50675000,27368000,28555000,43503000,16484000,13072000,10463000,-8077700,5798200,-3420800,-16416000,-40554000,2424100
-5.33E+07,-35918000,-43055000,-46056000,-25135000,-27583000,-6874900,-23225000,-42689000,-30936000,-23889000,-39362000,-23594000,-12864000,-21883000,2921400,-18786000,-10232000,-33548000,-18060000,-31245000,-1994900,-45599000,-22309000,-52898000,-8550500,8059600,7796100,-6734800,-237280,-4371900,-6229200,-3526300,-11393000,-9774100,7467500,13251000,17601000,10596000,26494000,22266000,28927000,44156000,47531000,43367000,49202000,50314000,56265000,91588000,44626000,71011000,54058000,88070000,67588000,90139000,80141000,74068000,92261000,98861000,88341000,76937000,83486000,75421000,61660000,34223000,60691000,32432000,31092000,54613000,22366000,17603000,12571000,-6085200,11861000,6413300,-11429000,-36343000,8049200
-5.09E+07,-41737000,-43204000,-42838000,-30690000,-27006000,-6238600,-19383000,-53959000,-29020000,-15147000,-35228000,-11118000,-19188000,-24157000,-674240,-19018000,-4418400,-32459000,-24582000,-28879000,-5581500,-35200000,-26135000,-44139000,-12323000,2444500,4242400,-9519900,-3610300,-18274000,-12534000,-4285400,-17887000,-6899500,4801800,9080000,24299000,3246800,21892000,16195000,28576000,39038000,39387000,38229000,39605000,40768000,56710000,81841000,35202000,67649000,58814000,89061000,65155000,89194000,74759000,69604000,93449000,103810000,90349000,77305000,83833000,81007000,67870000,39185000,71077000,41098000,35830000,59875000,29518000,22814000,15251000,938450,12901000,16870000,-6906900,-25883000,10077000
-4.92E+07,-43660000,-37874000,-41474000,-35426000,-28673000,-9395900,-15208000,-61562000,-27015000,-8232100,-34053000,-5675900,-19818000,-26513000,-4496400,-22988000,1563000,-28703000,-30513000,-25511000,-6929200,-25492000,-25568000,-32002000,-17982000,-3756000,-3303900,-11691000,-5641600,-27822000,-15312000,-3122700,-26092000,-6040600,3067500,1422400,26828000,-41846,16388000,12554000,27553000,34962000,30433000,36514000,32301000,30662000,54401000,70638000,29134000,63574000,61521000,88613000,65167000,88051000,68016000,66343000,94987000,104910000,85868000,77672000,82248000,85195000,74992000,41665000,80486000,52600000,44730000,60179000,40179000,27461000,17876000,14365000,10625000,27374000,-4995400,-16140000,11082000
-4.75E+07,-41262000,-30257000,-39413000,-36201000,-32483000,-15251000,-13876000,-62332000,-27358000,-4216500,-37750000,-9397300,-16620000,-30351000,-7539000,-32072000,2519200,-23202000,-33325000,-22637000,-7117700,-20035000,-25717000,-26183000,-21643000,-10717000,-12035000,-12044000,-7264000,-32226000,-12330000,2139100,-34173000,-7452800,652400,-2446100,24266000,-823480,13046000,10876000,26507000,31492000,24319000,35751000,27498000,25259000,50748000,62884000,27851000,56575000,62063000,79970000,64351000,86731000,62557000,63740000,93066000,97951000,80202000,77191000,81112000,89226000,78654000,42262000,88307000,65303000,56362000,63249000,51548000,31659000,19574000,28596000,8652000,35097000,-3408200,-13152000,15373000
-4.46E+07,-35190000,-24632000,-35766000,-33160000,-36031000,-21335000,-15833000,-56579000,-30577000,-3379300,-44906000,-16966000,-15487000,-36098000,-8956600,-41849000,-3238600,-19817000,-35973000,-21198000,-7898200,-20495000,-29899000,-28380000,-23515000,-15835000,-19159000,-9770700,-11953000,-34112000,-6176900,8010300,-42365000,-9308500,-1867300,956820,19768000,-3125900,13131000,9745200,26015000,25793000,20948000,34512000,22255000,24629000,47857000,57897000,28947000,46890000,59903000,62735000,61925000,85531000,58815000,59487000,87693000,87308000,78629000,74690000,78912000,91881000,74781000,44080000,95294000,77797000,67305000,72350000,59843000,37458000,19482000,36889000,9061200,37845000,893030,-13033000,23528000
-4.00E+07,-26206000,-20980000,-32980000,-28756000,-38299000,-25582000,-18470000,-48054000,-33041000,-4701700,-51228000,-23020000,-18829000,-40923000,-10666000,-47456000,-12207000,-21581000,-41203000,-21146000,-9220900,-25241000,-33289000,-32172000,-25604000,-16973000,-23942000,-7111100,-19896000,-34048000,-1249600,10096000,-50380000,-9657200,-2872600,7735500,15714000,-8850200,12688000,7803200,26332000,17259000,17263000,32318000,16734000,25014000,43545000,53027000,29418000,38692000,54302000,45979000,58619000,83765000,54058000,52151000,82160000,79362000,79864000,71033000,74833000,91821000,65449000,49073000,101310000,89455000,74732000,80671000,65657000,45961000,18376000,38822000,12708000,37606000,7581500,-7591300,31233000
-3.46E+07,-17354000,-17245000,-34505000,-26114000,-41380000,-27843000,-19547000,-39112000,-31326000,-6983800,-52768000,-27464000,-24048000,-41863000,-15414000,-49071000,-20596000,-27200000,-47421000,-21108000,-11957000,-30912000,-29514000,-32624000,-26253000,-15395000,-27544000,-8746600,-26828000,-30977000,1673600,8332300,-55410000,-8700100,-3951600,11375000,9823200,-15720000,7715600,4625700,27492000,9850600,12292000,28907000,13469000,23926000,33845000,47655000,28329000,36059000,46795000,38812000,53941000,80111000,46594000,44862000,76831000,74511000,78749000,67712000,72271000,90605000,58476000,56032000,104650000,99502000,78081000,80704000,70729000,56043000,19340000,39147000,20226000,37938000,14643000,4038300,34750000
-3.10E+07,-13348000,-14094000,-40710000,-27533000,-46592000,-29511000,-19780000,-29270000,-27643000,-10505000,-49662000,-32556000,-29112000,-39781000,-21933000,-50535000,-27651000,-32049000,-51506000,-20569000,-19566000,-34560000,-20172000,-30691000,-21236000,-13709000,-32248000,-16250000,-29926000,-26398000,4551900,4608700,-55570000,-8686000,-8219700,9154300,-1665400,-19745000,-9840,-198710,27729000,6262900,8562400,24832000,11587000,20795000,19970000,42287000,25957000,37655000,40899000,40658000,47092000,75350000,39449000,42667000,69277000,70188000,73273000,64919000,74635000,90402000,59834000,63082000,105220000,105900000,79162000,74569000,73070000,66144000,24342000,40408000,30336000,38235000,21901000,15809000,35637000
-3.08E+07,-15305000,-14277000,-47933000,-32459000,-51143000,-31647000,-21838000,-19542000,-27800000,-16227000,-45550000,-37257000,-35187000,-38101000,-25847000,-53773000,-33999000,-33069000,-52875000,-21274000,-32608000,-34230000,-12882000,-28345000,-11102000,-12074000,-39252000,-24773000,-30793000,-23699000,6730000,-1105100,-53261000,-11122000,-14021000,3632700,-16583000,-19400000,-5920200,-7479100,23771000,3098100,7284400,21527000,7343300,14876000,8147400,36967000,22202000,38120000,37585000,44017000,39636000,71835000,37141000,45064000,60823000,67403000,65962000,63042000,79826000,90393000,67763000,70349000,106050000,106500000,80226000,69909000,70551000,75238000,30802000,40923000,39223000,34478000,30086000,24539000,37935000
-3.27E+07,-18867000,-18597000,-52450000,-37038000,-51404000,-33805000,-27191000,-13585000,-34268000,-23020000,-42476000,-37619000,-42240000,-38225000,-26513000,-56723000,-39669000,-32313000,-52941000,-24228000,-44676000,-29538000,-11822000,-24529000,-3479100,-9101000,-45815000,-28142000,-31115000,-23785000,4715100,-8867900,-51927000,-15036000,-15787000,-1187400,-26410000,-17833000,-9281600,-16864000,15632000,-3842300,5145200,19280000,144080,6291100,1995000,32131000,16934000,34711000,32962000,44463000,34722000,68939000,39430000,45859000,56572000,68195000,60170000,64373000,82405000,88193000,75457000,78071000,109140000,101790000,81167000,68736000,66565000,81637000,34741000,40492000,44293000,26269000,37692000,32076000,42186000
-3.34E+07,-20060000,-25292000,-54654000,-37798000,-48075000,-35104000,-33908000,-12123000,-43863000,-27584000,-38224000,-32742000,-46221000,-38326000,-29212000,-56804000,-44147000,-34507000,-52418000,-26995000,-49177000,-23208000,-14612000,-17741000,-5362800,-6211300,-46790000,-26000000,-30075000,-24983000,-2351500,-15970000,-51066000,-18805000,-12838000,-4242000,-26217000,-20343000,-12986000,-26053000,9178600,-12440000,-1389200,16429000,-6852200,-1959900,-772030,28405000,10644000,29863000,23125000,43867000,33555000,62659000,41354000,42258000,56839000,69361000,57754000,70617000,80833000,83720000,78465000,83736000,111410000,95085000,79697000,66552000,66693000,83109000,36918000,42983000,47309000,19132000,41773000,38699000,45204000
-3.29E+07,-20468000,-32491000,-57964000,-36079000,-45128000,-35800000,-37806000,-10557000,-51936000,-28359000,-30049000,-27175000,-44085000,-36770000,-38057000,-54199000,-46279000,-41113000,-51102000,-26810000,-48145000,-20373000,-17420000,-9406600,-15563000,-7824200,-40935000,-22765000,-28316000,-26744000,-11101000,-19614000,-47859000,-22404000,-11646000,-7504900,-21883000,-28078000,-18193000,-32570000,9764600,-17527000,-10456000,12234000,-12151000,-6241600,-3116800,24576000,3848600,27030000,10302000,44749000,34387000,51728000,39666000,38587000,54536000,65242000,58750000,79503000,79567000,79253000,77869000,84328000,107670000,89336000,75521000,61410000,71320000,79672000,41753000,50439000,51579000,18064000,42050000,41953000,45464000
-3.44E+07,-23733000,-38557000,-64233000,-36565000,-44334000,-36400000,-36560000,-5493600,-56467000,-27641000,-19164000,-25616000,-39136000,-34840000,-49300000,-50350000,-44521000,-48474000,-49386000,-24709000,-48954000,-23928000,-19187000,-2862800,-27553000,-15839000,-33459000,-20940000,-29294000,-29752000,-19022000,-20504000,-42542000,-26246000,-16307000,-12296000,-22709000,-34772000,-23055000,-35552000,14320000,-19092000,-16769000,8760200,-17432000,-6033500,-4516600,18596000,-2967600,26861000,1104300,45644000,34878000,40325000,36229000,38029000,44779000,55842000,60582000,86372000,83050000,76478000,76702000,80824000,97419000,84644000,72739000,57582000,76231000,75066000,49948000,58729000,57258000,21966000,42241000,42809000,45579000
-3.97E+07,-29244000,-40795000,-72006000,-40618000,-43858000,-35727000,-32583000,-307530,-58177000,-27832000,-9844800,-27757000,-37640000,-35025000,-54807000,-45004000,-39196000,-52435000,-48198000,-23509000,-54023000,-31032000,-21155000,-728190,-37142000,-26332000,-29784000,-19748000,-33402000,-32725000,-27330000,-20991000,-38436000,-28815000,-22361000,-17171000,-28800000,-32497000,-26203000,-35581000,14428000,-21685000,-18628000,7418500,-23228000,-3231100,-4012500,11269000,-8403400,28081000,-1189200,42945000,33635000,32068000,34056000,36635000,32212000,46730000,59036000,88503000,89636000,75446000,75563000,77186000,85862000,79659000,75729000,58883000,79188000,73757000,57099000,63115000,61738000,26595000,46645000,46393000,48360000
-4.50E+07,-32936000,-37376000,-78856000,-43690000,-42221000,-32338000,-30558000,-700600,-58723000,-27210000,-5693000,-31015000,-41202000,-37500000,-51447000,-37636000,-33352000,-52582000,-47589000,-23472000,-59456000,-36233000,-25078000,-4007100,-43349000,-33706000,-28952000,-19696000,-35607000,-33384000,-36887000,-21736000,-37039000,-27677000,-24682000,-20114000,-31836000,-21033000,-28157000,-34197000,7265100,-26741000,-19964000,5494300,-27282000,1071600,-3492300,5681700,-10890000,29328000,484900,34816000,29667000,25210000,32853000,30220000,24430000,41283000,52530000,85692000,93402000,75499000,72868000,74816000,78282000,74104000,83499000,63003000,81499000,76507000,61077000,65184000,63741000,30259000,56293000,55039000,52853000
-4.57E+07,-33022000,-31012000,-83198000,-41435000,-40555000,-28281000,-31948000,-7478500,-59037000,-22257000,-8065900,-35822000,-45948000,-39481000,-44589000,-31322000,-29118000,-50298000,-46675000,-23240000,-62569000,-37688000,-31489000,-11783000,-44279000,-36591000,-26286000,-23099000,-32921000,-33024000,-44816000,-22924000,-36552000,-22644000,-26389000,-21069000,-28143000,-8584700,-29469000,-33796000,-1364800,-31087000,-25108000,-90521,-28368000,6557500,-4803700,2341500,-11095000,28839000,2128000,22428000,22833000,17162000,30296000,21922000,22148000,37803000,44170000,77945000,91147000,75179000,67837000,71302000,75513000,68932000,90728000,64787000,83757000,79874000,65581000,69782000,64716000,34044000,68501000,65855000,56235000
-4.20E+07,-31336000,-27411000,-83888000,-36502000,-40001000,-28135000,-33684000,-17065000,-58278000,-13407000,-15849000,-43930000,-48780000,-38097000,-42195000,-31407000,-24901000,-45069000,-45066000,-23061000,-64392000,-38071000,-37940000,-20808000,-38670000,-37676000,-20703000,-29101000,-29696000,-35704000,-48191000,-26291000,-35193000,-15893000,-33340000,-21001000,-24066000,-2313500,-30151000,-36021000,-5839700,-32985000,-33834000,-6644900,-28393000,11699000,-6461700,-1340400,-11698000,24514000,3080200,8817000,15352000,9871500,25577000,17089000,20961000,33959000,37619000,66031000,85170000,72118000,61267000,65152000,75283000,65040000,93752000,62305000,83912000,80332000,73444000,77191000,66685000,38541000,79339000,75831000,58097000
-3.74E+07,-29716000,-28747000,-80713000,-36228000,-39583000,-32444000,-32984000,-26592000,-54746000,-5520300,-24799000,-52771000,-50871000,-33376000,-47151000,-38608000,-19099000,-36061000,-43247000,-23456000,-64891000,-39432000,-40382000,-27147000,-31508000,-38867000,-15632000,-33239000,-31147000,-41496000,-48689000,-32269000,-32918000,-8866500,-43007000,-19961000,-25953000,-1424400,-30594000,-39469000,-7685000,-34568000,-42212000,-8053500,-29212000,14773000,-6893800,-5965900,-13950000,16084000,3744400,-2982000,10366000,6196400,19559000,14857000,19617000,29524000,32764000,53716000,78647000,65346000,53880000,58434000,75603000,62820000,92538000,57777000,79701000,78248000,81194000,83261000,70574000,43235000,86307000,83856000,60421000
-3.41E+07,-28636000,-31296000,-75942000,-43881000,-38628000,-35209000,-31392000,-34685000,-48633000,-2646600,-29305000,-56802000,-54096000,-28228000,-55963000,-46470000,-14575000,-26259000,-41338000,-22762000,-62050000,-40101000,-38071000,-29599000,-31028000,-39091000,-13658000,-34062000,-36078000,-44920000,-50423000,-36855000,-30073000,-1213200,-46529000,-17719000,-31201000,-1429300,-30709000,-40818000,-11360000,-37741000,-46654000,-3742100,-29642000,16228000,-9027400,-8882800,-16468000,6401300,2485300,-11609000,8011500,4047400,12813000,11216000,20593000,24516000,27582000,45422000,71071000,57470000,45689000,53418000,75632000,61836000,87298000,54721000,70915000,77158000,84477000,86002000,75982000,47916000,89252000,87398000,63739000
-3.32E+07,-29304000,-30833000,-72721000,-54868000,-39530000,-31064000,-32410000,-39058000,-42690000,-4922900,-27417000,-54937000,-56889000,-25654000,-63726000,-48506000,-15370000,-21123000,-38645000,-20107000,-56793000,-37937000,-34849000,-30590000,-37615000,-36705000,-14043000,-35595000,-40857000,-42420000,-54544000,-35527000,-27577000,6591800,-41277000,-14959000,-34015000,-1766600,-28976000,-39034000,-17184000,-42064000,-46360000,-779310,-27002000,17378000,-17331000,-9287400,-18100000,-528950,-2030200,-17396000,5327800,-663270,5565300,7414400,23903000,18589000,21925000,41033000,60741000,52603000,37067000,49372000,74793000,60026000,77368000,55912000,59953000,79166000,85060000,86972000,80827000,52107000,89293000,83951000,65850000
-3.52E+07,-33497000,-27501000,-70672000,-62239000,-45324000,-22583000,-36793000,-37509000,-38905000,-10500000,-22959000,-51868000,-55646000,-25992000,-68872000,-45646000,-20085000,-22410000,-35225000,-18708000,-53309000,-34190000,-33414000,-32681000,-41685000,-31941000,-15259000,-40440000,-45828000,-37437000,-58736000,-29901000,-28150000,11538000,-34435000,-12230000,-35238000,-5523500,-24874000,-36590000,-22081000,-47239000,-43011000,-5371500,-20376000,17384000,-30627000,-9977500,-19350000,-2896100,-7463400,-20616000,1268300,-7206600,-1222600,8528600,26033000,12490000,16592000,36315000,49860000,52066000,29079000,44299000,72580000,54576000,64630000,61973000,51303000,82012000,87366000,86538000,82147000,53814000,87207000,77341000,65116000
-3.87E+07,-40548000,-23490000,-65450000,-63906000,-54380000,-16717000,-42381000,-31283000,-35836000,-17405000,-20958000,-50890000,-49179000,-26756000,-72891000,-43311000,-22859000,-26196000,-33040000,-21853000,-52927000,-31856000,-31381000,-34931000,-36175000,-26372000,-16414000,-44657000,-51722000,-34919000,-61020000,-26809000,-33651000,10458000,-33037000,-9185000,-39899000,-13225000,-21226000,-35699000,-25125000,-53481000,-38899000,-16052000,-11743000,14211000,-41885000,-12230000,-19837000,-2824100,-10167000,-20949000,-1025200,-11306000,-6435800,15039000,25085000,6919700,10771000,29065000,43365000,53436000,22646000,37703000,69018000,44957000,54197000,69629000,48486000,81528000,90669000,82800000,79355000,51224000,83102000,75733000,63179000
-4.02E+07,-47347000,-19102000,-54436000,-63339000,-59725000,-15840000,-47436000,-24941000,-30947000,-23075000,-22583000,-50254000,-40309000,-25264000,-76757000,-43084000,-20608000,-27941000,-34410000,-27770000,-52461000,-31642000,-26198000,-33856000,-25604000,-21272000,-16158000,-43302000,-54149000,-34529000,-61409000,-30241000,-40988000,3473800,-36355000,-6576000,-47060000,-20789000,-21176000,-35494000,-28697000,-58842000,-34995000,-27351000,-4757100,8140300,-46014000,-13700000,-17537000,-5035400,-10088000,-19409000,855550,-12056000,-9931500,21744000,22534000,286840,3696900,21394000,42642000,53601000,18431000,30297000,64790000,34081000,49196000,72612000,50189000,76561000,90050000,75736000,75798000,45454000,77288000,80670000,63024000
-3.86E+07,-52192000,-14214000,-41020000,-64590000,-55385000,-16748000,-51771000,-22666000,-24538000,-25525000,-26077000,-48491000,-33077000,-21668000,-79224000,-42072000,-15550000,-27083000,-39543000,-33110000,-50183000,-32218000,-20668000,-27929000,-18252000,-17243000,-13751000,-37904000,-49341000,-33669000,-60405000,-36983000,-44672000,-5723000,-40067000,-7165400,-49011000,-24091000,-23777000,-34249000,-34688000,-60395000,-30787000,-36652000,-2424000,1753100,-44569000,-13605000,-12532000,-12618000,-10527000,-18941000,3965900,-12694000,-11989000,24536000,19627000,-8992900,-2858000,15243000,43645000,51384000,17152000,22859000,60948000,25285000,47135000,66885000,51924000,70064000,83689000,68052000,74590000,39952000,70762000,84298000,65365000
-3.84E+07,-56137000,-11130000,-31254000,-68133000,-42870000,-17363000,-55197000,-25526000,-19704000,-26465000,-30389000,-48304000,-28951000,-19263000,-78603000,-40096000,-11044000,-25602000,-46467000,-38626000,-48797000,-33737000,-18937000,-20065000,-14888000,-14813000,-11818000,-34257000,-42453000,-34274000,-58174000,-41081000,-44354000,-12887000,-42642000,-12411000,-41494000,-23274000,-25879000,-32422000,-42108000,-58924000,-26301000,-44609000,-5116100,-3234200,-41490000,-14872000,-8500100,-23325000,-13594000,-21312000,3519300,-15013000,-12683000,23502000,15807000,-18383000,-7115200,9578400,41921000,47352000,18586000,16421000,58042000,19293000,43527000,55025000,52445000,65125000,74147000,61319000,73785000,37525000,64932000,80494000,68475000
-4.38E+07,-59873000,-11970000,-27668000,-71144000,-29781000,-19199000,-57185000,-31226000,-19200000,-30297000,-35517000,-51554000,-25948000,-21269000,-74741000,-41861000,-8897400,-24539000,-53065000,-45479000,-50523000,-37835000,-19555000,-14912000,-11579000,-14795000,-14588000,-34927000,-41798000,-40709000,-54954000,-40442000,-45894000,-16692000,-44484000,-19920000,-29521000,-21901000,-27393000,-31787000,-48694000,-58238000,-23462000,-51691000,-10916000,-6777600,-37746000,-18200000,-7985200,-31600000,-18515000,-24789000,-603910,-17465000,-13054000,19944000,10982000,-23025000,-10769000,3658300,36582000,42342000,20751000,11611000,54845000,15197000,37184000,43738000,54566000,61460000,63279000,55370000,69066000,39058000,61428000,72527000,71117000
-5.21E+07,-62086000,-14703000,-28258000,-70627000,-21763000,-22751000,-57826000,-35652000,-23518000,-38192000,-40868000,-54113000,-21477000,-27248000,-68735000,-49538000,-10431000,-23693000,-58042000,-48906000,-53588000,-43445000,-18090000,-14133000,-9042900,-17754000,-22108000,-37986000,-46165000,-51540000,-50630000,-37783000,-53409000,-19767000,-44776000,-26542000,-20939000,-23094000,-30579000,-32922000,-53397000,-58699000,-24206000,-57643000,-17937000,-8808300,-32884000,-19266000,-8941200,-35218000,-24007000,-26660000,-4443600,-18621000,-15459000,14617000,5976500,-21646000,-16375000,-726990,28667000,36494000,21818000,7070100,48729000,12778000,30030000,36781000,58130000,56897000,51165000,51856000,61062000,43931000,61685000,65978000,74120000
-5.67E+07,-62034000,-15871000,-30254000,-66012000,-17707000,-25254000,-57190000,-36150000,-30852000,-45825000,-45502000,-50198000,-15558000,-33509000,-62038000,-57247000,-15920000,-23084000,-60246000,-43582000,-55939000,-45908000,-15193000,-15494000,-11008000,-22480000,-29015000,-41661000,-46345000,-59076000,-44768000,-36417000,-63801000,-25796000,-43053000,-32221000,-17977000,-26980000,-34476000,-35060000,-56842000,-55936000,-27628000,-62532000,-25171000,-9457500,-28877000,-15705000,-8643700,-37604000,-29553000,-26607000,-6308200,-18501000,-20796000,8493400,481250,-17449000,-22579000,-2690400,18907000,29310000,22350000,992350,38746000,12002000,23624000,31666000,57506000,50990000,40146000,53453000,55697000,49776000,65484000,60484000,78664000
-5.62E+07,-61098000,-16417000,-32422000,-59206000,-13980000,-24595000,-54221000,-34257000,-37823000,-49206000,-48856000,-40128000,-10311000,-37497000,-56491000,-56622000,-22633000,-22840000,-58858000,-34033000,-58373000,-42643000,-16054000,-16516000,-15598000,-25059000,-30573000,-46083000,-39366000,-58346000,-38783000,-36786000,-71124000,-34827000,-41621000,-38199000,-17795000,-31152000,-34786000,-37389000,-59788000,-48016000,-30480000,-65401000,-31090000,-10525000,-28065000,-11874000,-8063900,-41963000,-34204000,-25634000,-8580600,-16735000,-26415000,1766800,-6379000,-13360000,-25856000,-4676300,8798800,20820000,23462000,-4880500,27791000,11500000,18137000,23719000,49509000,45267000,34531000,58097000,55495000,52759000,70017000,53757000,83999000
-5.53E+07,-60400000,-20308000,-33983000,-52571000,-11020000,-21963000,-48409000,-33721000,-41791000,-50120000,-49932000,-30170000,-6649400,-40604000,-53698000,-46131000,-27062000,-22557000,-54782000,-31032000,-61121000,-37566000,-21985000,-17123000,-17020000,-21305000,-27843000,-50925000,-32602000,-52266000,-36620000,-37344000,-73317000,-42521000,-42906000,-43444000,-18521000,-33166000,-30165000,-39274000,-61624000,-39837000,-30674000,-63608000,-33896000,-13799000,-28287000,-12085000,-9031600,-46387000,-36753000,-23518000,-12448000,-13227000,-29064000,-6967200,-13489000,-9868100,-26279000,-8630300,1043100,12526000,23323000,-5875500,19804000,9729800,13429000,12068000,38758000,40240000,34600000,58745000,54481000,50414000,71784000,48278000,87546000
